name	asciiname	longitude	latitude	countryCode	population
Oakland	Oakland	-89.51508	35.22898	US	7488
Paris	Paris	-88.32671	36.302	US	10150
Pigeon Forge	Pigeon Forge	-83.55433	35.78842	US	6171
Portland	Portland	-86.51638	36.58171	US	12323
Pulaski	Pulaski	-87.03084	35.1998	US	7617
Red Bank	Red Bank	-85.29413	35.11229	US	11769
Ripley	Ripley	-89.5298	35.74536	US	8176
Rockwood	Rockwood	-84.68494	35.86563	US	5425
Savannah	Savannah	-88.2492	35.2248	US	7027
Sevierville	Sevierville	-83.56184	35.86815	US	16490
Seymour	Seymour	-83.72462	35.89064	US	10919
Shelbyville	Shelbyville	-86.46027	35.48341	US	21317
Signal Mountain	Signal Mountain	-85.34385	35.12257	US	8528
Smyrna	Smyrna	-86.5186	35.98284	US	46607
Soddy-Daisy	Soddy-Daisy	-85.19079	35.2359	US	13171
South Cleveland	South Cleveland	-84.87217	35.14119	US	6912
Sparta	Sparta	-85.46414	35.9259	US	5096
Spring Hill	Spring Hill	-86.93	35.75118	US	36055
Springfield	Springfield	-86.885	36.50921	US	16808
Sweetwater	Sweetwater	-84.46104	35.60146	US	5931
Tullahoma	Tullahoma	-86.20943	35.36202	US	19128
Union City	Union City	-89.05701	36.42423	US	10573
White House	White House	-86.65138	36.47032	US	11226
Winchester	Winchester	-86.11221	35.18592	US	8539
Abilene	Abilene	-99.73314	32.44874	US	121721
Addison	Addison	-96.82917	32.96179	US	15518
Alamo Heights	Alamo Heights	-98.46585	29.48495	US	8038
Alamo	Alamo	-98.12306	26.18369	US	19246
Aldine	Aldine	-95.38021	29.93245	US	15869
Alice	Alice	-98.06972	27.75225	US	19408
Allen	Allen	-96.67055	33.10317	US	98143
Alton	Alton	-98.31335	26.28729	US	15760
Alton North (historical)	Alton North (historical)	-98.30446	26.29535	US	5541
Alvin	Alvin	-95.2441	29.42385	US	25791
Anderson Mill	Anderson Mill	-97.80584	30.45492	US	8744
Angleton	Angleton	-95.43188	29.16941	US	19429
Anna	Anna	-96.5486	33.349	US	11463
Aransas Pass	Aransas Pass	-97.14999	27.90947	US	8530
Arlington	Arlington	-97.10807	32.73569	US	388125
Atascocita	Atascocita	-95.1766	29.99883	US	65844
Athens	Athens	-95.85552	32.20487	US	12788
Atlanta	Atlanta	-94.16435	33.11374	US	5605
Austin	Austin	-97.74306	30.26715	US	931830
Azle	Azle	-97.54586	32.89513	US	11693
Bacliff	Bacliff	-94.99243	29.5069	US	8619
Balch Springs	Balch Springs	-96.62277	32.72874	US	25210
Bastrop	Bastrop	-97.31527	30.11049	US	8231
Baytown	Baytown	-94.97743	29.7355	US	76335
Beaumont	Beaumont	-94.10185	30.08605	US	118129
Bedford	Bedford	-97.14307	32.84402	US	49337
Bee Cave	Bee Cave	-97.94501	30.30854	US	6292
Beeville	Beeville	-97.74974	28.40095	US	13277
Bellaire	Bellaire	-95.45883	29.70579	US	18518
Bellmead	Bellmead	-97.10889	31.59405	US	10164
Belton	Belton	-97.46445	31.05601	US	20547
Benbrook	Benbrook	-97.46058	32.67319	US	22629
Boerne	Boerne	-98.73197	29.79466	US	13674
Bonham	Bonham	-96.17831	33.57733	US	10079
Bowie	Bowie	-97.84865	33.559	US	5126
Brady	Brady	-99.33506	31.13517	US	5549
Breckenridge	Breckenridge	-98.90229	32.75568	US	5590
Brenham	Brenham	-96.39774	30.16688	US	16579
Briar	Briar	-97.5428	32.99512	US	5665
Bridge City	Bridge City	-93.84573	30.02077	US	7941
Bridgeport	Bridgeport	-97.75476	33.21012	US	6381
Brookshire	Brookshire	-95.95107	29.78606	US	5120
Brownsville	Brownsville	-97.49748	25.90175	US	183887
Brownwood	Brownwood	-98.99116	31.70932	US	19031
Brushy Creek	Brushy Creek	-97.73973	30.51353	US	21764
Bryan	Bryan	-96.36996	30.67436	US	82118
Burkburnett	Burkburnett	-98.57061	34.09787	US	11043
Burleson	Burleson	-97.32085	32.54208	US	43625
Burnet	Burnet	-98.22836	30.75824	US	6239
Cameron	Cameron	-96.97693	30.85325	US	5460
Cameron Park	Cameron Park	-97.47665	25.96452	US	6963
Cameron Park Colonia	Cameron Park Colonia	-97.47832	25.97147	US	6963
Camp Swift	Camp Swift	-97.29221	30.19077	US	6383
Canyon Lake	Canyon Lake	-98.26251	29.87522	US	21262
Carrizo Springs	Carrizo Springs	-99.86061	28.52193	US	5898
Carrollton	Carrollton	-96.89028	32.95373	US	133168
Carthage	Carthage	-94.33742	32.15738	US	6844
Cedar Hill	Cedar Hill	-96.95612	32.58847	US	48507
Cedar Park	Cedar Park	-97.82029	30.5052	US	65945
Celina	Celina	-96.78444	33.32456	US	7697
Center	Center	-96.4247	31.51073	US	5727
Center	Center	-94.17909	31.79545	US	5211
Channelview	Channelview	-95.11465	29.77606	US	38289
Cibolo	Cibolo	-98.22696	29.56162	US	26637
Cinco Ranch	Cinco Ranch	-95.758	29.73884	US	18274
Cleburne	Cleburne	-97.38668	32.34764	US	30020
Cleveland	Cleveland	-99.25367	31.67682	US	7936
Cleveland	Cleveland	-95.08549	30.34132	US	7858
Cloverleaf	Cloverleaf	-95.17188	29.77828	US	22942
Clute	Clute	-95.39883	29.02469	US	11444
College Station	College Station	-96.33441	30.62798	US	107889
Colleyville	Colleyville	-97.15501	32.88096	US	25487
Commerce	Commerce	-95.89997	33.24706	US	8892
Conroe	Conroe	-95.45605	30.31188	US	68602
Converse	Converse	-98.31612	29.51801	US	21987
Coppell	Coppell	-97.01501	32.95457	US	41159
Copperas Cove	Copperas Cove	-97.90308	31.12406	US	33081
Corinth	Corinth	-97.06473	33.15401	US	20998
Corpus Christi	Corpus Christi	-97.39638	27.80058	US	324074
Corsicana	Corsicana	-96.46887	32.09543	US	23952
Crockett	Crockett	-95.45661	31.31824	US	6554
Crowley	Crowley	-97.36252	32.57903	US	14853
Crystal City	Crystal City	-99.82811	28.67748	US	7496
Cuero	Cuero	-97.28916	29.09387	US	7115
Cypress	Cypress	-95.69717	29.96911	US	46025
Dallas	Dallas	-96.80667	32.78306	US	1300092
Dayton	Dayton	-94.8852	30.04661	US	7575
DeSoto	DeSoto	-96.85695	32.58986	US	52486
Decatur	Decatur	-97.58614	33.23428	US	6521
Deer Park	Deer Park	-95.12382	29.70523	US	33806
Denison	Denison	-96.53666	33.75566	US	23150
Denton	Denton	-97.13307	33.21484	US	131044
Diboll	Diboll	-94.78104	31.18713	US	5400
Dickinson	Dickinson	-95.05132	29.46079	US	19895
Doffing	Doffing	-98.38585	26.27452	US	5091
Donna	Donna	-98.05195	26.17035	US	16523
Duncanville	Duncanville	-96.90834	32.6518	US	39826
Eagle Mountain	Eagle Mountain	-97.44446	32.89346	US	7003
Edinburg	Edinburg	-98.16334	26.30174	US	84497
El Campo	El Campo	-96.26969	29.19664	US	11604
Elgin	Elgin	-97.37027	30.34965	US	9039
Elsa	Elsa	-97.99306	26.2934	US	6647
Ennis	Ennis	-96.62527	32.32931	US	19007
Euless	Euless	-97.08195	32.83707	US	54219
Everman	Everman	-97.28918	32.63097	US	6352
Fair Oaks Ranch	Fair Oaks Ranch	-98.64336	29.74578	US	7407
Fairview	Fairview	-96.63166	33.1579	US	8438
Farmers Branch	Farmers Branch	-96.89612	32.92651	US	32689
Fate	Fate	-96.38137	32.94151	US	9847
Floresville	Floresville	-98.15612	29.13358	US	7321
Flower Mound	Flower Mound	-97.09696	33.01457	US	71253
Forest Hill	Forest Hill	-97.26918	32.67208	US	12881
Forney	Forney	-96.47193	32.74818	US	18418
Fort Worth	Fort Worth	-97.32085	32.72541	US	833319
Four Corners	Four Corners	-95.65772	29.66857	US	12382
Fredericksburg	Fredericksburg	-98.87198	30.2752	US	11094
Freeport	Freeport	-95.35966	28.95414	US	12154
Fresno	Fresno	-95.44744	29.53885	US	19069
Friendswood	Friendswood	-95.20104	29.5294	US	38800
Frisco	Frisco	-96.82361	33.15067	US	154407
Fulshear	Fulshear	-95.89968	29.68996	US	5886
Gainesville	Gainesville	-97.13335	33.62594	US	16292
Galena Park	Galena Park	-95.23021	29.73356	US	11162
Galveston	Galveston	-94.7977	29.30135	US	50180
Garland	Garland	-96.63888	32.91262	US	236897
Gatesville	Gatesville	-97.74391	31.43516	US	15724
Georgetown	Georgetown	-97.67723	30.63269	US	63716
Giddings	Giddings	-96.93637	30.18272	US	5064
Gilmer	Gilmer	-94.94244	32.72875	US	5187
Gladewater	Gladewater	-94.94272	32.53653	US	6432
Glenn Heights	Glenn Heights	-96.85667	32.54875	US	12042
Gonzales	Gonzales	-97.45249	29.50163	US	7544
Graham	Graham	-98.5895	33.10706	US	8865
Granbury	Granbury	-97.7942	32.44208	US	9386
Grand Prairie	Grand Prairie	-96.99778	32.74596	US	187809
Granite Shoals	Granite Shoals	-98.38392	30.58908	US	5071
Grapevine	Grapevine	-97.07807	32.93429	US	51404
Greatwood	Greatwood	-95.67578	29.55413	US	11538
Greenville	Greenville	-96.11081	33.13845	US	26515
Groves	Groves	-93.91712	29.94827	US	15750
Gun Barrel City	Gun Barrel City	-96.15136	32.33459	US	5985
Haltom City	Haltom City	-97.26918	32.79957	US	44206
Harker Heights	Harker Heights	-97.65974	31.08351	US	29142
Harlingen	Harlingen	-97.6961	26.19063	US	65774
Heath	Heath	-96.47499	32.83651	US	8211
Helotes	Helotes	-98.68975	29.57801	US	8591
Hempstead	Hempstead	-96.07829	30.09744	US	7110
Hewitt	Hewitt	-97.19584	31.46239	US	14252
Hidalgo	Hidalgo	-98.26307	26.10035	US	13709
Highland Park	Highland Park	-96.79195	32.83346	US	9189
Highland Village	Highland Village	-97.04668	33.09179	US	16149
Highlands	Highlands	-95.05604	29.81884	US	7522
Hillsboro	Hillsboro	-97.13001	32.01099	US	8321
Hitchcock	Hitchcock	-95.01604	29.34829	US	7621
Hondo	Hondo	-99.14142	29.34746	US	9119
Hornsby Bend	Hornsby Bend	-97.58333	30.24743	US	6791
Houston	Houston	-95.36327	29.76328	US	2296224
Humble	Humble	-95.26216	29.99883	US	15665
Huntsville	Huntsville	-95.55078	30.72353	US	40938
Hurst	Hurst	-97.17057	32.82346	US	39016
Hutchins	Hutchins	-96.71305	32.6493	US	5727
Hutto	Hutto	-97.54667	30.5427	US	22722
Ingleside	Ingleside	-97.21166	27.8778	US	9695
Iowa Park	Iowa Park	-98.66867	33.95148	US	6344
Irving	Irving	-96.94889	32.81402	US	236607
Jacinto City	Jacinto City	-95.23382	29.76745	US	10782
Jacksonville	Jacksonville	-95.2705	31.96378	US	14884
Jasper	Jasper	-93.99658	30.9202	US	7619
Jersey Village	Jersey Village	-95.563	29.88772	US	7900
Jollyville	Jollyville	-97.77501	30.4427	US	16151
Joshua	Joshua	-97.38807	32.46153	US	6066
Kaufman	Kaufman	-96.30887	32.58902	US	7156
Katy	Katy	-95.8244	29.78579	US	16158
Keene	Keene	-97.3239	32.39681	US	6181
Keller	Keller	-97.25168	32.93457	US	45758
Kennedale	Kennedale	-97.22585	32.6468	US	7715
Kerrville	Kerrville	-99.14032	30.04743	US	23136
Kilgore	Kilgore	-94.87577	32.38626	US	14947
Killeen	Killeen	-97.7278	31.11712	US	140806
Kingsland	Kingsland	-98.44058	30.65824	US	6030
Kingsville	Kingsville	-97.85611	27.51587	US	26225
Kirby	Kirby	-98.38557	29.46329	US	8550
Kyle	Kyle	-97.87723	29.98911	US	35733
La Feria	La Feria	-97.82389	26.15896	US	7338
La Homa	La Homa	-98.36363	26.25007	US	11985
La Marque	La Marque	-94.97131	29.36857	US	15908
La Porte	La Porte	-95.01937	29.66578	US	35148
Lacy-Lakeview	Lacy-Lakeview	-97.10278	31.62933	US	6604
Lago Vista	Lago Vista	-97.98835	30.4602	US	6550
Lake Dallas	Lake Dallas	-97.02556	33.11929	US	7892
Lake Jackson	Lake Jackson	-95.43439	29.03386	US	27533
Lakehills	Lakehills	-98.94309	29.60467	US	5150
Lakeway	Lakeway	-97.97959	30.36377	US	14217
Lampasas	Lampasas	-98.1817	31.06378	US	7687
Lancaster	Lancaster	-96.75611	32.59208	US	38801
Laredo	Laredo	-99.50754	27.50641	US	255473
League City	League City	-95.09493	29.50745	US	98312
Leander	Leander	-97.85307	30.57881	US	37889
Leon Valley	Leon Valley	-98.61863	29.49523	US	11174
Lewisville	Lewisville	-96.99417	33.04623	US	104039
Liberty	Liberty	-94.79548	30.05799	US	9039
Lindale	Lindale	-95.4094	32.5157	US	5692
Little Elm	Little Elm	-96.93751	33.16262	US	38341
Live Oak	Live Oak	-98.3364	29.56523	US	15346
Livingston	Livingston	-94.93299	30.71103	US	5172
Lockhart	Lockhart	-97.67	29.88494	US	13446
Longview	Longview	-94.74049	32.5007	US	82287
Los Fresnos	Los Fresnos	-97.47637	26.07174	US	6582
Lucas	Lucas	-96.57666	33.08429	US	6883
Lufkin	Lufkin	-94.7291	31.33824	US	36333
Luling	Luling	-97.6475	29.68051	US	5764
Lumberton	Lumberton	-94.19963	30.26577	US	12421
Manor	Manor	-97.55695	30.34076	US	7587
Mansfield	Mansfield	-97.14168	32.56319	US	64274
Manvel	Manvel	-95.35799	29.46274	US	7950
Marble Falls	Marble Falls	-98.27507	30.57841	US	6281
Marlin	Marlin	-96.89804	31.30629	US	5682
Marshall	Marshall	-94.36742	32.54487	US	23820
Mathis	Mathis	-97.82805	28.09446	US	5037
McAllen	McAllen	-98.23001	26.20341	US	140269
McGregor	McGregor	-97.40918	31.44406	US	5064
McKinney	McKinney	-96.61527	33.19762	US	162898
Melissa	Melissa	-96.57277	33.28595	US	7436
Mercedes	Mercedes	-97.91361	26.1498	US	16657
Mesquite	Mesquite	-96.59916	32.7668	US	144788
Mexia	Mexia	-96.4822	31.67989	US	7406
Midlothian	Midlothian	-96.99445	32.48236	US	22318
Mila Doce	Mila Doce	-97.95889	26.22618	US	6222
Mineral Wells	Mineral Wells	-98.11282	32.80846	US	14754
Mission	Mission	-98.32529	26.21591	US	83298
Mission Bend	Mission Bend	-95.66495	29.69384	US	36501
Missouri City	Missouri City	-95.53772	29.61857	US	74139
Mont Belvieu	Mont Belvieu	-94.89076	29.84772	US	5193
Mount Pleasant	Mount Pleasant	-94.96827	33.15679	US	16051
Murillo Colonia	Murillo Colonia	-98.11334	26.25646	US	7344
Murphy	Murphy	-96.61305	33.01512	US	20610
Nacogdoches	Nacogdoches	-94.65549	31.60351	US	33894
Navasota	Navasota	-96.08773	30.38798	US	7476
Nederland	Nederland	-93.9924	29.97438	US	17196
New Braunfels	New Braunfels	-98.12445	29.703	US	70543
New Territory	New Territory	-95.68078	29.59412	US	15186
North Richland Hills	North Richland Hills	-97.2289	32.8343	US	69204
Nurillo	Nurillo	-98.1214	26.26702	US	5547
Orange	Orange	-93.73655	30.09299	US	19347
Palestine	Palestine	-95.63079	31.76212	US	18288
Palmview	Palmview	-98.37085	26.23341	US	5715
Palmview South	Palmview South	-98.37863	26.21563	US	5575
Paris	Paris	-95.55551	33.66094	US	24782
Pasadena	Pasadena	-95.2091	29.69106	US	153784
Pearland	Pearland	-95.28605	29.56357	US	108821
Pearsall	Pearsall	-99.09503	28.89219	US	9980
Pecan Grove	Pecan Grove	-95.73162	29.62607	US	15963
Pecan Plantation	Pecan Plantation	-97.67558	32.36042	US	5294
Perezville	Perezville	-98.40057	26.22452	US	5376
Pflugerville	Pflugerville	-97.62	30.43937	US	57122
Pharr	Pharr	-98.18362	26.1948	US	76538
Plano	Plano	-96.69889	33.01984	US	283558
Pleasanton	Pleasanton	-98.47863	28.96719	US	9829
Port Arthur	Port Arthur	-93.94233	29.88519	US	55340
Port Isabel	Port Isabel	-97.20858	26.07341	US	5016
Port Lavaca	Port Lavaca	-96.62609	28.615	US	12416
Port Neches	Port Neches	-93.95851	29.99132	US	12786
Portland	Portland	-97.32388	27.87725	US	16116
Prairie View	Prairie View	-95.98773	30.09327	US	6369
Princeton	Princeton	-96.49804	33.18012	US	8939
Progreso	Progreso	-97.95722	26.0923	US	5922
Prosper	Prosper	-96.80111	33.23623	US	15967
Raymondville	Raymondville	-97.78305	26.48146	US	11139
Red Oak	Red Oak	-96.80444	32.51764	US	12022
Rendon	Rendon	-97.2414	32.57625	US	12552
Richardson	Richardson	-96.72972	32.94818	US	110815
Richland Hills	Richland Hills	-97.22807	32.81596	US	8098
Richmond	Richmond	-95.76078	29.58218	US	12138
Rio Grande City	Rio Grande City	-98.8203	26.37979	US	14404
River Oaks	River Oaks	-97.39446	32.77707	US	7724
Roanoke	Roanoke	-97.22585	33.00401	US	7400
Robinson	Robinson	-97.11472	31.46767	US	11484
Robstown	Robstown	-97.66888	27.7903	US	11576
Rockdale	Rockdale	-97.00137	30.65548	US	5609
Rockwall	Rockwall	-96.45971	32.93123	US	42566
Rockport	Rockport	-97.05601	28.02077	US	10490
Roma-Los Saenz	Roma-Los Saenz	-99.01586	26.40506	US	9765
Rosenberg	Rosenberg	-95.80856	29.55718	US	35510
Round Rock	Round Rock	-97.6789	30.50826	US	115997
Rowlett	Rowlett	-96.56388	32.9029	US	60236
Royse City	Royse City	-96.33248	32.97512	US	11465
Rusk	Rusk	-95.15022	31.79601	US	5618
Sachse	Sachse	-96.59527	32.97623	US	24554
Saginaw	Saginaw	-97.36391	32.86013	US	22079
San Antonio	San Antonio	-98.49363	29.42412	US	1469845
San Benito	San Benito	-97.6311	26.13258	US	24496
San Juan	San Juan	-98.15529	26.18924	US	36556
San Marcos	San Marcos	-97.94139	29.88327	US	60684
Sanger	Sanger	-97.1739	33.36317	US	7747
Santa Fe	Santa Fe	-95.10576	29.37801	US	13037
Schertz	Schertz	-98.26973	29.55217	US	37938
Seabrook	Seabrook	-95.02548	29.56412	US	13716
Seagoville	Seagoville	-96.53832	32.63958	US	15894
Sealy	Sealy	-96.15718	29.78079	US	6403
Seguin	Seguin	-97.96473	29.56884	US	27864
Selma	Selma	-98.30585	29.58439	US	9108
Shady Hollow	Shady Hollow	-97.86223	30.16493	US	5004
Sherman	Sherman	-96.60888	33.63566	US	40667
Sienna Plantation	Sienna Plantation	-95.508	29.48607	US	13721
Silsbee	Silsbee	-94.17796	30.3491	US	6688
Sinton	Sinton	-97.50916	28.03668	US	5736
South Houston	South Houston	-95.23549	29.66301	US	17544
Southlake	Southlake	-97.13418	32.94124	US	29941
Spring	Spring	-95.41716	30.07994	US	54298
Stafford	Stafford	-95.55772	29.61607	US	18459
Stephenville	Stephenville	-98.20226	32.2207	US	20120
Sugar Land	Sugar Land	-95.63495	29.61968	US	88156
Sulphur Springs	Sulphur Springs	-95.60107	33.13845	US	16098
Sunnyvale	Sunnyvale	-96.56082	32.79652	US	6044
Taylor	Taylor	-97.40944	30.57076	US	16702
Temple	Temple	-97.34278	31.09823	US	72277
Terrell	Terrell	-96.27526	32.73596	US	16981
Terrell Hills	Terrell Hills	-98.45085	29.47495	US	5287
Texarkana	Texarkana	-94.04769	33.42513	US	37280
Texas City	Texas City	-94.9027	29.38385	US	47618
The Colony	The Colony	-96.88639	33.08901	US	41779
The Woodlands	The Woodlands	-95.48938	30.15799	US	93847
Timberwood Park	Timberwood Park	-98.47835	29.70578	US	13447
Tomball	Tomball	-95.61605	30.09716	US	11540
Trophy Club	Trophy Club	-97.18362	32.9979	US	11759
Tyler	Tyler	-95.30106	32.35126	US	103700
Universal City	Universal City	-98.29112	29.54801	US	19986
University Park	University Park	-96.80028	32.85013	US	24759
Uvalde	Uvalde	-99.78617	29.20968	US	16476
Vernon	Vernon	-99.26628	34.15536	US	10573
Victoria	Victoria	-97.0036	28.80527	US	67574
Vidor	Vidor	-94.01545	30.1316	US	10945
Waco	Waco	-97.14667	31.54933	US	132356
Wake Village	Wake Village	-94.1063	33.42679	US	5471
Watauga	Watauga	-97.25474	32.85791	US	24525
Waxahachie	Waxahachie	-96.84833	32.38653	US	33384
Weatherford	Weatherford	-97.79725	32.7593	US	28742
Webster	Webster	-95.11826	29.53773	US	11116
Wells Branch	Wells Branch	-97.67945	30.44604	US	12120
Weslaco	Weslaco	-97.99084	26.15952	US	39474
West Livingston	West Livingston	-95.00188	30.69825	US	8071
West University Place	West University Place	-95.43383	29.71801	US	15741
Wharton	Wharton	-96.10274	29.31164	US	8726
White Oak	White Oak	-94.86133	32.52792	US	6345
White Settlement	White Settlement	-97.45835	32.75957	US	17077
Whitehouse	Whitehouse	-95.2255	32.22682	US	8189
Wichita Falls	Wichita Falls	-98.49339	33.91371	US	104710
Willis	Willis	-95.47994	30.42493	US	6313
Windcrest	Windcrest	-98.38029	29.51551	US	5794
Woodway	Woodway	-97.20501	31.506	US	8777
Wylie	Wylie	-96.53888	33.01512	US	46708
Yoakum	Yoakum	-97.15193	29.28775	US	6016
Zapata	Zapata	-99.27143	26.90726	US	5089
Abingdon	Abingdon	-81.97735	36.70983	US	8119
Alexandria	Alexandria	-77.04692	38.80484	US	153511
Annandale	Annandale	-77.19637	38.83039	US	41008
Aquia Harbour	Aquia Harbour	-77.38887	38.46262	US	6727
Arlington	Arlington	-77.10428	38.88101	US	207627
Ashburn	Ashburn	-77.48749	39.04372	US	43511
Ashland	Ashland	-77.47998	37.75903	US	7503
Baileys Crossroads	Baileys Crossroads	-77.1297	38.85039	US	23643
Bedford	Bedford	-79.52309	37.33431	US	6561
Belle Haven	Belle Haven	-77.06303	38.78539	US	6518
Bellwood	Bellwood	-77.43748	37.42181	US	6352
Belmont	Belmont	-77.50999	39.06483	US	5966
Bensley	Bensley	-77.44332	37.44681	US	5819
Big Stone Gap	Big Stone Gap	-82.7471	36.88176	US	5614
Blacksburg	Blacksburg	-80.41394	37.22957	US	44215
Bluefield	Bluefield	-81.27121	37.25262	US	5279
Bon Air	Bon Air	-77.55777	37.52487	US	16366
Brambleton	Brambleton	-77.5386	38.98205	US	9845
Brandermill	Brandermill	-77.64971	37.43209	US	13173
Bridgewater	Bridgewater	-78.9767	38.38207	US	5889
Bristol	Bristol	-82.18847	36.59649	US	17141
Broadlands	Broadlands	-77.52027	39.01816	US	12313
Buckhall	Buckhall	-77.4311	38.73178	US	16293
Buena Vista	Buena Vista	-79.35392	37.7343	US	6618
Bull Run	Bull Run	-77.52055	38.78373	US	14983
Burke	Burke	-77.27165	38.79345	US	41055
Cave Spring	Cave Spring	-80.01282	37.22764	US	24922
Centreville	Centreville	-77.42888	38.84039	US	71135
Chamberlayne	Chamberlayne	-77.42859	37.62653	US	5456
Chantilly	Chantilly	-77.4311	38.89428	US	23039
Charlottesville	Charlottesville	-78.47668	38.02931	US	46597
Cherry Hill	Cherry Hill	-77.26693	38.56984	US	16000
Chesapeake	Chesapeake	-76.27494	36.81904	US	235429
Chester	Chester	-77.44165	37.35682	US	20987
Christiansburg	Christiansburg	-80.40894	37.12985	US	21943
Collinsville	Collinsville	-79.91532	36.71514	US	7335
Colonial Heights	Colonial Heights	-77.40726	37.26804	US	17820
Countryside	Countryside	-77.4136	39.04094	US	10072
Covington	Covington	-79.99395	37.79346	US	5658
Crozet	Crozet	-78.70058	38.06958	US	5565
Culpeper	Culpeper	-77.99666	38.47318	US	17557
Dale City	Dale City	-77.31109	38.63706	US	65969
Danville	Danville	-79.39502	36.58597	US	42082
Dranesville	Dranesville	-77.34582	39.00067	US	11921
Dumfries	Dumfries	-77.32804	38.56762	US	5217
Dumbarton	Dumbarton	-77.49137	37.60376	US	7879
Dunn Loring	Dunn Loring	-77.22165	38.89344	US	8803
East Hampton	East Hampton	-76.33161	37.03737	US	147993
East Highland Park	East Highland Park	-77.40693	37.58098	US	14796
Emporia	Emporia	-77.54248	36.68598	US	5496
Ettrick	Ettrick	-77.42998	37.24015	US	6682
Fairfax	Fairfax	-77.30637	38.84622	US	24013
Fairfax Station	Fairfax Station	-77.32554	38.80095	US	12030
Falls Church	Falls Church	-77.17109	38.88233	US	13892
Farmville	Farmville	-78.39194	37.3021	US	8169
Fishersville	Fishersville	-78.96919	38.09902	US	7462
Floris	Floris	-77.41277	38.93706	US	8375
Forest	Forest	-79.28975	37.36375	US	9106
Fort Lee	Fort Lee	-77.33526	37.4957	US	7520
Franconia	Franconia	-77.14637	38.78206	US	18245
Franklin	Franklin	-76.92246	36.67765	US	8490
Fredericksburg	Fredericksburg	-77.46054	38.30318	US	28118
Front Royal	Front Royal	-78.19444	38.91817	US	15070
Gainesville	Gainesville	-77.61388	38.79567	US	11481
Galax	Galax	-80.92397	36.66124	US	6914
Glen Allen	Glen Allen	-77.50637	37.66598	US	14774
Gloucester Point	Gloucester Point	-76.49689	37.25403	US	9402
Great Falls	Great Falls	-77.28832	38.99817	US	15427
Greenbriar	Greenbriar	-77.40082	38.87345	US	8166
Groveton	Groveton	-77.0847	38.76734	US	14598
Hampton	Hampton	-76.34522	37.02987	US	136454
Harrisonburg	Harrisonburg	-78.86892	38.44957	US	52538
Herndon	Herndon	-77.3861	38.96955	US	24568
Highland Springs	Highland Springs	-77.32776	37.54598	US	15711
Hollins	Hollins	-79.9431	37.34125	US	14673
Hollymead	Hollymead	-78.44168	38.11708	US	7690
Hopewell	Hopewell	-77.2872	37.30432	US	22378
Huntington	Huntington	-77.07081	38.79234	US	11267
Hybla Valley	Hybla Valley	-77.08303	38.74761	US	15801
Idylwood	Idylwood	-77.21165	38.89511	US	17288
Independent Hill	Independent Hill	-77.43776	38.63595	US	7419
Jefferson	Jefferson	-77.18776	38.86456	US	28487
Lake Barcroft	Lake Barcroft	-77.15581	38.84789	US	9558
Lake Monticello	Lake Monticello	-78.33473	37.9232	US	9920
Lake Ridge	Lake Ridge	-77.29776	38.68789	US	41058
Lakeside	Lakeside	-77.47693	37.60765	US	11849
Laurel	Laurel	-77.50887	37.64292	US	16713
Leesburg	Leesburg	-77.5636	39.11566	US	51209
Lexington	Lexington	-79.44282	37.78402	US	7262
Lincolnia	Lincolnia	-77.14331	38.81845	US	22855
Linton Hall	Linton Hall	-77.57499	38.75984	US	35725
Lorton	Lorton	-77.22776	38.70428	US	18610
Lowes Island	Lowes Island	-77.35221	39.05983	US	10756
Lynchburg	Lynchburg	-79.14225	37.41375	US	79812
Madison Heights	Madison Heights	-79.12308	37.43098	US	11285
Manassas	Manassas	-77.47527	38.75095	US	41764
Manassas Park	Manassas Park	-77.46971	38.784	US	15726
Mantua	Mantua	-77.25943	38.85372	US	7135
Marion	Marion	-81.51484	36.83484	US	5957
Martinsville	Martinsville	-79.87254	36.69153	US	13645
McLean	McLean	-77.17748	38.93428	US	48115
Mechanicsville	Mechanicsville	-77.37331	37.60876	US	36348
Merrifield	Merrifield	-77.22693	38.87428	US	15212
Montclair	Montclair	-77.33971	38.61095	US	19570
Montrose	Montrose	-77.37831	37.5207	US	7993
New Baltimore	New Baltimore	-77.72833	38.76734	US	8119
Newington	Newington	-77.18498	38.73845	US	12943
Newport News	Newport News	-76.46965	37.08339	US	182385
Norfolk	Norfolk	-76.28522	36.84681	US	246393
North Springfield	North Springfield	-77.2047	38.80428	US	7274
Oakton	Oakton	-77.30082	38.88095	US	34166
Petersburg	Petersburg	-77.40193	37.22793	US	32477
Pimmit Hills	Pimmit Hills	-77.20081	38.91289	US	6094
Poquoson	Poquoson	-76.34578	37.12237	US	12059
Portsmouth	Portsmouth	-76.29827	36.83543	US	96201
Portsmouth Heights	Portsmouth Heights	-76.36883	36.82098	US	99049
Potomac Mills	Potomac Mills	-77.29415	38.64595	US	5614
Pulaski	Pulaski	-80.77979	37.0479	US	8890
Purcellville	Purcellville	-77.71472	39.13677	US	9232
Radford	Radford	-80.57645	37.13179	US	17403
Reston	Reston	-77.3411	38.96872	US	58404
Richmond	Richmond	-77.46026	37.55376	US	220289
Richlands	Richlands	-81.79373	37.09317	US	5504
Roanoke	Roanoke	-79.94143	37.27097	US	99897
Rose Hill	Rose Hill	-77.11276	38.78872	US	20226
Salem	Salem	-80.05476	37.29347	US	25432
Sandston	Sandston	-77.31581	37.52348	US	7571
