name	asciiname	longitude	latitude	countryCode	population
Plovdiv	Plovdiv	24.75	42.15	BG	340494
Pleven	Pleven	24.61667	43.41667	BG	118675
Pirdop	Pirdop	24.18333	42.7	BG	8136
Petrich	Petrich	23.20702	41.39846	BG	30308
Peshtera	Peshtera	24.3	42.03333	BG	18676
Perushtitsa	Perushtitsa	24.55	42.05	BG	5350
Pernik	Pernik	23.03333	42.6	BG	82467
Pazardzhik	Pazardzhik	24.33333	42.2	BG	75977
Pavlikeni	Pavlikeni	25.32194	43.24278	BG	12214
Panagyurishte	Panagyurishte	24.18333	42.5	BG	19389
Oryahovo	Oryahovo	23.96667	43.73333	BG	5706
Omurtag	Omurtag	26.41667	43.1	BG	9070
Novi Pazar	Novi Pazar	27.2	43.35	BG	13276
Nova Zagora	Nova Zagora	26.01667	42.48333	BG	24340
Nesebar	Nesebar	27.73602	42.65921	BG	6302
Nedelino	Nedelino	25.08008	41.45602	BG	5017
Montana	Montana	23.225	43.4125	BG	47445
Tsarevo	Tsarevo	27.84541	42.16955	BG	6085
Mezdra	Mezdra	23.7	43.15	BG	11975
Madan	Madan	24.93973	41.49869	BG	5661
Lyubimets	Lyubimets	26.08333	41.83333	BG	8065
Lyaskovets	Lyaskovets	25.72833	43.11111	BG	8488
Lukovit	Lukovit	24.16667	43.2	BG	9792
Lovech	Lovech	24.71667	43.13333	BG	42211
Lom	Lom	23.23611	43.81389	BG	26594
Levski	Levski	25.13333	43.36667	BG	11467
Kyustendil	Kyustendil	22.69111	42.28389	BG	48286
Kardzhali	Kardzhali	25.36667	41.65	BG	51000
Kubrat	Kubrat	26.5	43.8	BG	8980
Krumovgrad	Krumovgrad	25.65485	41.47127	BG	5271
Krichim	Krichim	24.46667	42.05	BG	8580
Kozloduy	Kozloduy	23.73333	43.78333	BG	14717
Kotel	Kotel	26.45	42.88333	BG	6421
Kostinbrod	Kostinbrod	23.21667	42.81667	BG	12175
Knezha	Knezha	24.08333	43.5	BG	6889
Hisarya	Hisarya	24.7	42.5	BG	7903
Haskovo	Haskovo	25.55557	41.93415	BG	79699
Harmanli	Harmanli	25.9	41.93333	BG	18931
Kazanlak	Kazanlak	25.4	42.61667	BG	55196
Kavarna	Kavarna	28.33333	43.43333	BG	11205
Karnobat	Karnobat	26.98333	42.65	BG	19709
Karlovo	Karlovo	24.8	42.63333	BG	19958
Isperih	Isperih	26.83333	43.71667	BG	9735
Ihtiman	Ihtiman	23.81667	42.43333	BG	14154
Gŭlŭbovo	Gulubovo	25.85	42.13333	BG	8400
Sredets	Sredets	27.17898	42.34747	BG	9573
Gotse Delchev	Gotse Delchev	23.73333	41.56667	BG	20471
Gorna Oryahovitsa	Gorna Oryahovitsa	25.70167	43.12778	BG	38553
Godech	Godech	23.04852	43.01682	BG	5154
Dolni Chiflik	Dolni Chiflik	27.71667	42.98333	BG	7169
General-Toshevo	General-Toshevo	28.03333	43.7	BG	7758
Gabrovo	Gabrovo	25.33417	42.87472	BG	66175
Etropole	Etropole	24	42.83333	BG	11031
Elhovo	Elhovo	26.56667	42.16667	BG	11107
Elin Pelin	Elin Pelin	23.6	42.66667	BG	7373
Elena	Elena	25.88333	42.93333	BG	6042
Dulovo	Dulovo	27.15	43.81667	BG	6788
Dalgopol	Dalgopol	27.35	43.05	BG	5272
Dryanovo	Dryanovo	25.4785	42.97897	BG	8346
Dolni Dabnik	Dolni Dabnik	24.43333	43.4	BG	5259
Dimitrovgrad	Dimitrovgrad	25.6	42.05	BG	43288
Devnya	Devnya	27.56944	43.22222	BG	8171
Devin	Devin	24.40003	41.74327	BG	7393
Chirpan	Chirpan	25.33333	42.2	BG	17243
Cherven Bryag	Cherven Bryag	24.1	43.26667	BG	21688
Chepelare	Chepelare	24.68333	41.73333	BG	5478
Byala Slatina	Byala Slatina	23.93333	43.46667	BG	13307
Burgas	Burgas	27.46781	42.50606	BG	195966
Botevgrad	Botevgrad	23.78333	42.9	BG	20909
Bobovdol	Bobovdol	23.01722	42.36972	BG	6184
Blagoevgrad	Blagoevgrad	23.1	42.01667	BG	71306
Berkovitsa	Berkovitsa	23.12583	43.23611	BG	15027
Belogradchik	Belogradchik	22.68361	43.62722	BG	5688
Belene	Belene	25.11667	43.65	BG	9781
Bansko	Bansko	23.48851	41.8383	BG	9232
Balchik	Balchik	28.16667	43.41667	BG	13000
Aytos	Aytos	27.25	42.7	BG	20986
Asenovgrad	Asenovgrad	24.86667	42.01667	BG	52170
Aksakovo	Aksakovo	27.81667	43.25	BG	7132
Zlatni Pyasatsi	Zlatni Pyasatsi	28.0418	43.285	BG	9760
Sitrah	Sitrah	50.62056	26.15472	BH	37657
Madīnat ‘Īsá	Madinat `Isa	50.54778	26.17361	BH	38090
Jidd Ḩafş	Jidd Hafs	50.54778	26.21861	BH	31735
Madīnat Ḩamad	Madinat Hamad	50.50694	26.11528	BH	52718
Dār Kulayb	Dar Kulayb	50.50389	26.06861	BH	65466
Al Muharraq	Al Muharraq	50.61194	26.25722	BH	97458
Manama	Manama	50.58565	26.22787	BH	147074
Al Ḩadd	Al Hadd	50.65417	26.24556	BH	12797
Ar Rifā‘	Ar Rifa'	50.555	26.13	BH	79550
Makamba	Makamba	29.804	-4.1348	BI	19642
Bururi	Bururi	29.62438	-3.94877	BI	19740
Rumonge	Rumonge	29.4386	-3.9736	BI	6074
Mwaro	Mwaro	29.70334	-3.51128	BI	4924
Isale	Isale	29.4839	-3.3489	BI	0
Bujumbura	Bujumbura	29.3644	-3.3822	BI	331700
Muramvya	Muramvya	29.6079	-3.2682	BI	18041
Gitega	Gitega	29.9308	-3.4264	BI	23167
Ruyigi	Ruyigi	30.24861	-3.47639	BI	38458
Cankuzo	Cankuzo	30.5528	-3.2186	BI	6585
Karuzi	Karuzi	30.16278	-3.10139	BI	10705
Bubanza	Bubanza	29.391	-3.0804	BI	12728
Cibitoke	Cibitoke	29.1248	-2.8869	BI	14220
Ngozi	Ngozi	29.8306	-2.9075	BI	21506
Kayanza	Kayanza	29.6293	-2.9221	BI	19443
Muyinga	Muyinga	30.3414	-2.8451	BI	71076
Kirundo	Kirundo	30.0959	-2.5845	BI	6083
Rutana	Rutana	29.992	-3.9279	BI	20893
Tchaourou	Tchaourou	2.59753	8.88649	BJ	20971
Tanguiéta	Tanguieta	1.26651	10.62118	BJ	19833
Savé	Save	2.4866	8.03424	BJ	75970
Savalou	Savalou	1.97558	7.92807	BJ	30187
Sakété	Sakete	2.65866	6.73618	BJ	30111
Porto-Novo	Porto-Novo	2.60359	6.49646	BJ	234168
Pobé	Pobe	2.6649	6.98008	BJ	32983
Parakou	Parakou	2.63031	9.33716	BJ	163753
Ouidah	Ouidah	2.08506	6.36307	BJ	83503
Nikki	Nikki	3.21075	9.94009	BJ	54009
Natitingou	Natitingou	1.37962	10.30416	BJ	80892
Malanville	Malanville	3.38327	11.86819	BJ	37117
Lokossa	Lokossa	1.71674	6.63869	BJ	86971
Kétou	Ketou	2.59978	7.36332	BJ	22341
Kandi	Kandi	2.93861	11.13417	BJ	109701
Hévié	Hevie	2.25	6.41667	BJ	13450
Guilmaro	Guilmaro	1.72444	10.56583	BJ	6516
Grand-Popo	Grand-Popo	1.82251	6.28036	BJ	9847
Dogbo	Dogbo	1.78333	6.81667	BJ	41312
Djougou	Djougou	1.66598	9.70853	BJ	237040
Dassa-Zoumé	Dassa-Zoume	2.18333	7.75	BJ	21672
Cové	Cove	2.34017	7.22097	BJ	38566
Cotonou	Cotonou	2.41833	6.36536	BJ	780000
Comé	Come	1.88198	6.40764	BJ	29208
Bohicon	Bohicon	2.0667	7.17826	BJ	125092
Bétérou	Beterou	2.25855	9.19916	BJ	13108
Bembèrèkè	Bembereke	2.66335	10.22827	BJ	24006
Bassila	Bassila	1.6654	9.00814	BJ	23616
Banikoara	Banikoara	2.43856	11.29845	BJ	22487
Aplahoué	Aplahoue	1.68333	6.93333	BJ	19862
Allada	Allada	2.15138	6.66547	BJ	20094
Abomey-Calavi	Abomey-Calavi	2.35566	6.44852	BJ	385755
Abomey	Abomey	1.99119	7.18286	BJ	82154
Gustavia	Gustavia	-62.84978	17.89618	BL	5988
Hamilton	Hamilton	-64.78303	32.2949	BM	902
Tutong	Tutong	114.65	4.8	BN	19151
Seria	Seria	114.32476	4.60637	BN	30097
Kuala Belait	Kuala Belait	114.2312	4.58361	BN	31178
Bangar	Bangar	115.06667	4.71667	BN	3970
Bandar Seri Begawan	Bandar Seri Begawan	114.94806	4.94029	BN	64409
San Matías	San Matias	-58.4	-16.36667	BO	6352
Roboré	Robore	-59.76142	-18.33473	BO	9882
Puerto Quijarro	Puerto Quijarro	-57.76667	-17.78333	BO	10392
Yacuiba	Yacuiba	-63.67753	-22.01643	BO	82803
Warnes	Warnes	-63.16778	-17.5163	BO	22036
Villazón	Villazon	-65.59422	-22.08659	BO	30253
Villa Yapacaní	Villa Yapacani	-63.83333	-17.4	BO	18187
Villamontes	Villamontes	-63.46903	-21.26235	BO	18761
Vallegrande	Vallegrande	-64.10609	-18.48923	BO	8422
Uyuni	Uyuni	-66.82503	-20.45967	BO	10293
Tupiza	Tupiza	-65.71875	-21.44345	BO	22233
Trinidad	Trinidad	-64.9	-14.83333	BO	84259
Tarija	Tarija	-64.72956	-21.53549	BO	159269
Tarata	Tarata	-66.02135	-17.60898	BO	8043
Sucre	Sucre	-65.26274	-19.03332	BO	224838
Santiago del Torno	Santiago del Torno	-63.38118	-17.98674	BO	15543
Santa Rosa del Sara	Santa Rosa del Sara	-63.59514	-17.10916	BO	5251
Santa Cruz de la Sierra	Santa Cruz de la Sierra	-63.18117	-17.78629	BO	1364389
San Pedro	San Pedro	-68.85063	-16.23717	BO	5002
San Julian	San Julian	-62.86667	-17.78333	BO	7706
San Ignacio de Velasco	San Ignacio de Velasco	-60.95	-16.36667	BO	23569
San Borja	San Borja	-66.85	-14.81667	BO	19640
Rurrenabaque	Rurrenabaque	-67.52781	-14.44125	BO	11749
Riberalta	Riberalta	-66.06312	-11.00654	BO	74014
Reyes	Reyes	-67.33624	-14.2952	BO	7376
Punata	Punata	-65.83472	-17.54234	BO	15194
Potosí	Potosi	-65.75306	-19.58361	BO	141251
Portachuelo	Portachuelo	-63.39282	-17.35168	BO	11485
Patacamaya	Patacamaya	-67.92169	-17.2358	BO	12260
Pailón	Pailon	-62.75	-17.65	BO	9304
Oruro	Oruro	-67.15	-17.98333	BO	208684
Montero	Montero	-63.2505	-17.33866	BO	88616
Monteagudo	Monteagudo	-63.95461	-19.79989	BO	8289
Mizque	Mizque	-65.34016	-17.94101	BO	30481
Mineros	Mineros	-63.231	-17.11876	BO	14385
Llallagua	Llallagua	-66.58388	-18.42426	BO	28069
La Paz	La Paz	-68.15	-16.5	BO	812799
La Bélgica	La Belgica	-63.21667	-17.55	BO	5501
Huanuni	Huanuni	-66.83583	-18.289	BO	15492
Guayaramerín	Guayaramerin	-65.36136	-10.83676	BO	36008
Cotoca	Cotoca	-63.05	-17.81667	BO	18347
Concepción	Concepcion	-60.9	-16.43333	BO	6900
Colchani	Colchani	-66.93333	-20.3	BO	11988
Cochabamba	Cochabamba	-66.1568	-17.3895	BO	900414
Cobija	Cobija	-68.76918	-11.02671	BO	26585
Cliza	Cliza	-65.93253	-17.58777	BO	8654
Chimoré	Chimore	-65.1533	-16.99417	BO	5147
Challapata	Challapata	-66.77048	-18.90208	BO	8016
Capinota	Capinota	-66.26082	-17.71113	BO	5157
Camiri	Camiri	-63.51833	-20.03849	BO	27961
Ascensión	Ascension	-63.08333	-15.7	BO	14429
Aiquile	Aiquile	-65.18068	-18.20408	BO	8224
Achacachi	Achacachi	-68.68333	-16.05	BO	8447
The Bottom	The Bottom	-63.24919	17.6259	BQ	488
Oranjestad	Oranjestad	-62.98324	17.48268	BQ	1097
Kralendijk	Kralendijk	-68.26667	12.15	BQ	3081
Vitorino Freire	Vitorino Freire	-45.23777	-4.04238	BR	13267
Vitória do Mearim	Vitoria do Mearim	-44.87056	-3.46222	BR	15775
Vitória de Santo Antão	Vitoria de Santo Antao	-35.29139	-8.11806	BR	107383
Viseu	Viseu	-46.14	-1.19667	BR	18958
Conde	Conde	-34.9075	-7.25972	BR	15859
Vigia	Vigia	-48.14167	-0.85833	BR	29229
Viçosa do Ceará	Vicosa do Ceara	-41.09222	-3.56222	BR	16636
Viçosa	Vicosa	-36.24083	-9.37139	BR	19573
Vicência	Vicencia	-35.32667	-7.65694	BR	10378
Viana	Viana	-45.00361	-3.22028	BR	26689
Várzea Alegre	Varzea Alegre	-40.38333	-5.35	BR	21841
Varjota	Varjota	-40.47667	-4.19444	BR	16462
Vargem Grande	Vargem Grande	-43.91583	-3.54306	BR	21419
Valença do Piauí	Valenca do Piaui	-41.74556	-6.4075	BR	15881
Urucurituba	Urucurituba	-58.15856	-3.12845	BR	10180
Uruçuí	Urucui	-44.55611	-7.22944	BR	12243
Urucará	Urucara	-57.76	-2.53639	BR	8603
Uruburetama	Uruburetama	-39.50833	-3.625	BR	12075
Urbano Santos	Urbano Santos	-43.40361	-3.20778	BR	12268
Upanema	Upanema	-37.25778	-5.64194	BR	6704
União dos Palmares	Uniao dos Palmares	-36.03194	-9.16278	BR	41178
União	Uniao	-42.86417	-4.58583	BR	15677
Umirim	Umirim	-39.35028	-3.67722	BR	12220
Umarizal	Umarizal	-37.81444	-5.99056	BR	8780
Uiraúna	Uirauna	-38.41222	-6.51833	BR	7823
Ubajara	Ubajara	-40.92111	-3.85444	BR	13802
Uauá	Uaua	-39.48167	-9.84139	BR	11425
Tutóia	Tutoia	-42.27444	-2.76194	BR	12212
Turiaçu	Turiacu	-45.37167	-1.66333	BR	10471
Tupanatinga	Tupanatinga	-37.33972	-8.75333	BR	5768
Tuntum	Tuntum	-44.64889	-5.25806	BR	16402
Tucuruí	Tucurui	-49.67923	-3.76585	BR	76337
Tucumã	Tucuma	-50.05	-0.18333	BR	15030
Trindade	Trindade	-40.26778	-7.76194	BR	19313
Trairi	Trairi	-39.26889	-3.27778	BR	23126
Traipu	Traipu	-37.00333	-9.97056	BR	8427
Touros	Touros	-35.46083	-5.19889	BR	7662
Toritama	Toritama	-36.05667	-8.00667	BR	23940
Tomé Açu	Tome Acu	-48.15222	-2.41889	BR	34053
Timon	Timon	-42.83667	-5.09417	BR	124427
Timbiras	Timbiras	-43.94056	-4.25528	BR	17875
Timbaúba	Timbauba	-35.31833	-7.50528	BR	45121
Tianguá	Tiangua	-40.99167	-3.73222	BR	45696
Terra Santa	Terra Santa	-56.48694	-2.10417	BR	13512
Teresina	Teresina	-42.80194	-5.08917	BR	744512
Teixeira	Teixeira	-37.25417	-7.22278	BR	9954
São João dos Inhamuns	Sao Joao dos Inhamuns	-40.28333	-6	BR	29188
Taquaritinga do Norte	Taquaritinga do Norte	-36.04417	-7.90306	BR	13379
Taquarana	Taquarana	-36.49722	-9.645	BR	5288
Taperoá	Taperoa	-36.82667	-7.2075	BR	8879
Tangará	Tangara	-35.80167	-6.19944	BR	8067
Tamboril	Tamboril	-40.32056	-4.83222	BR	14292
Tamandaré	Tamandare	-35.09995	-8.75632	BR	17954
Tabira	Tabira	-37.53944	-7.59083	BR	16926
Surubim	Surubim	-35.75472	-7.83306	BR	34580
Sumé	Sume	-36.88	-7.67167	BR	10440
Sousa	Sousa	-38.22806	-6.75917	BR	47927
Soure	Soure	-48.52333	-0.71667	BR	18212
Soledade	Soledade	-36.36278	-7.05722	BR	8090
Solânea	Solanea	-35.54	-6.755	BR	17030
Sobral	Sobral	-40.34972	-3.68611	BR	157996
Sirinhaém	Sirinhaem	-35.11611	-8.59083	BR	40852
Simplício Mendes	Simplicio Mendes	-41.91028	-7.85389	BR	7076
Sertânia	Sertania	-37.26444	-8.07361	BR	18190
Serra Talhada	Serra Talhada	-38.29833	-7.99194	BR	51203
Serra Branca	Serra Branca	-38.26667	-6.53333	BR	8765
Senador Pompeu	Senador Pompeu	-39.37167	-5.58806	BR	16515
Senador José Porfírio	Senador Jose Porfirio	-51.95417	-2.59083	BR	5708
Satuba	Satuba	-35.82444	-9.56333	BR	15887
São Tomé	Sao Tome	-36.07528	-5.9725	BR	6137
São Sebastião	Sao Sebastiao	-36.55417	-9.93361	BR	9551
São Raimundo Nonato	Sao Raimundo Nonato	-42.69944	-9.01528	BR	19569
São Raimundo das Mangabeiras	Sao Raimundo das Mangabeiras	-45.48111	-7.02194	BR	10216
São Pedro do Piauí	Sao Pedro do Piaui	-42.71861	-5.92944	BR	7408
São Paulo do Potengi	Sao Paulo do Potengi	-35.76278	-5.895	BR	9333
São Miguel do Tapuio	Sao Miguel do Tapuio	-41.32333	-5.50361	BR	7964
São Miguel dos Campos	Sao Miguel dos Campos	-36.09361	-9.78111	BR	40890
São Miguel do Guamá	Sao Miguel do Guama	-47.48333	-1.62667	BR	28265
São Miguel	Sao Miguel	-35.36667	-5.46667	BR	12838
São Mateus do Maranhão	Sao Mateus do Maranhao	-44.475	-4.04167	BR	28233
São Luís do Quitunde	Sao Luis do Quitunde	-35.56111	-9.31833	BR	20563
São Luís	Sao Luis	-44.30278	-2.52972	BR	917237
São Lourenço da Mata	Sao Lourenco da Mata	-35.01833	-8.00222	BR	88416
São José do Egito	Sao Jose do Egito	-37.27444	-7.47889	BR	18218
São José do Campestre	Sao Jose do Campestre	-35.71389	-6.31556	BR	10254
São José do Belmonte	Sao Jose do Belmonte	-38.75972	-7.86139	BR	14211
São José de Ribamar	Sao Jose de Ribamar	-44.05417	-2.56194	BR	27777
São José de Piranhas	Sao Jose de Piranhas	-38.50194	-7.12056	BR	7628
São José de Mipibu	Sao Jose de Mipibu	-35.23778	-6.07472	BR	15298
São José da Tapera	Sao Jose da Tapera	-37.38111	-9.55833	BR	12391
São José da Laje	Sao Jose da Laje	-36.05833	-9.00972	BR	12810
São José da Coroa Grande	Sao Jose da Coroa Grande	-35.14778	-8.89778	BR	11512
São Joaquim do Monte	Sao Joaquim do Monte	-35.80444	-8.4325	BR	13520
São João dos Patos	Sao Joao dos Patos	-43.70222	-6.495	BR	19538
São João do Piauí	Sao Joao do Piaui	-42.24667	-8.35806	BR	12688
São João de Pirabas	Sao Joao de Pirabas	-47.17722	-0.77472	BR	10065
São João	Sao Joao	-36.36667	-8.87556	BR	6926
São Gonçalo do Amarante	Sao Goncalo do Amarante	-35.32944	-5.79333	BR	10381
São Gonçalo do Amarante	Sao Goncalo do Amarante	-38.96833	-3.60722	BR	23583
São Geraldo do Araguaia	Sao Geraldo do Araguaia	-48.555	-6.40056	BR	12925
São Félix do Xingu	Sao Felix do Xingu	-51.995	-6.64472	BR	16477
São Domingos do Maranhão	Sao Domingos do Maranhao	-44.38528	-5.57583	BR	18275
São Caetano de Odivelas	Sao Caetano de Odivelas	-48.02	-0.75	BR	8862
São Bernardo	Sao Bernardo	-42.41778	-3.36139	BR	11171
São Bento	Sao Bento	-37.75	-6.28333	BR	24749
São Bento	Sao Bento	-44.82139	-2.69583	BR	17245
São Benedito do Rio Preto	Sao Benedito do Rio Preto	-43.52833	-3.33361	BR	12079
Santo Antônio do Tauá	Santo Antonio do Taua	-48.12944	-1.15194	BR	8921
Santo Antônio	Santo Antonio	-35.47889	-6.31056	BR	12529
Santa Rita	Santa Rita	-34.97806	-7.11389	BR	119893
Santa Rita	Santa Rita	-43.85999	-3.86358	BR	13224
Santarém	Santarem	-54.70833	-2.44306	BR	189047
Santa Quitéria do Maranhão	Santa Quiteria do Maranhao	-42.54667	-3.51556	BR	17174
Santa Quitéria	Santa Quiteria	-40.15667	-4.33194	BR	24391
Santana do Mundaú	Santana do Mundau	-36.22222	-9.16806	BR	6439
Santana do Matos	Santana do Matos	-36.65556	-5.9575	BR	8050
Santana do Ipanema	Santana do Ipanema	-37.24528	-9.37833	BR	26146
Santana do Acaraú	Santana do Acarau	-40.21222	-3.46056	BR	14707
Santa Maria do Pará	Santa Maria do Para	-47.57556	-1.35028	BR	12915
Santa Maria da Boa Vista	Santa Maria da Boa Vista	-39.82556	-8.80778	BR	14695
Santa Luzia	Santa Luzia	-47.21738	-7.64265	BR	22909
Santa Luzia	Santa Luzia	-36.91861	-6.87222	BR	13243
Santa Inês	Santa Ines	-45.38	-3.66667	BR	67424
Santa Helena	Santa Helena	-45.3	-2.23111	BR	16045
Santa Cruz do Capibaribe	Santa Cruz do Capibaribe	-36.20472	-7.9575	BR	76450
Santa Cruz	Santa Cruz	-36.02278	-6.22944	BR	27775
Salinópolis	Salinopolis	-47.35611	-0.61361	BR	40998
Salgueiro	Salgueiro	-39.11917	-8.07417	BR	42152
Russas	Russas	-37.97583	-4.94028	BR	39465
Rio Tinto	Rio Tinto	-35.08056	-6.80306	BR	11804
Rio Largo	Rio Largo	-35.85333	-9.47833	BR	63387
Rio Formoso	Rio Formoso	-35.16277	-8.66877	BR	15518
Ribeirão	Ribeirao	-35.37778	-8.51444	BR	29818
Riachão	Riachao	-46.61722	-7.36194	BR	12427
Reriutaba	Reriutaba	-40.58222	-4.14167	BR	12076
Remígio	Remigio	-35.78039	-6.94646	BR	9659
Regeneração	Regeneracao	-42.68691	-6.23122	BR	13608
Redenção	Redencao	-38.73056	-4.22583	BR	14174
Recife	Recife	-34.88111	-8.05389	BR	1478098
Raposa	Raposa	-44.18333	-6.51667	BR	11883
Quixeré	Quixere	-37.98861	-5.07417	BR	11258
Quixeramobim	Quixeramobim	-39.29278	-5.19917	BR	34321
Quixadá	Quixada	-39.01528	-4.97139	BR	49328
Quipapá	Quipapa	-36.01167	-8.82778	BR	11533
Quebrangulo	Quebrangulo	-36.47111	-9.31889	BR	6587
Princesa Isabel	Princesa Isabel	-37.99333	-7.73667	BR	12616
Presidente Dutra	Presidente Dutra	-44.49	-5.29	BR	30330
Prainha	Prainha	-53.48	-1.8	BR	6481
Santana	Santana	-51.18167	-0.05833	BR	83927
Porto Franco	Porto Franco	-47.39917	-6.33833	BR	14873
Porto de Moz	Porto de Moz	-52.23833	-1.74833	BR	9912
Porto da Folha	Porto da Folha	-37.27833	-9.91722	BR	9420
Porto Calvo	Porto Calvo	-35.39833	-9.045	BR	17346
Porto	Porto	-42.71	-3.89333	BR	6535
Portel	Portel	-50.82111	-1.93556	BR	21315
Pombos	Pombos	-35.39583	-8.14139	BR	15894
Pombal	Pombal	-37.80167	-6.77028	BR	21751
Poço Branco	Poco Branco	-35.66278	-5.62278	BR	7112
Pocinhos	Pocinhos	-36.06111	-7.07667	BR	7803
Poção de Pedras	Pocao de Pedras	-44.85	-4.66667	BR	12337
Pitimbu	Pitimbu	-34.80861	-7.47056	BR	7862
Pirpirituba	Pirpirituba	-35.49861	-6.78	BR	8355
Piripiri	Piripiri	-41.77694	-4.27333	BR	44864
Pirapemas	Pirapemas	-44.22333	-3.72667	BR	6439
Piracuruca	Piracuruca	-41.70917	-3.92806	BR	18852
Pio XII	Pio XII	-45.1525	-3.8325	BR	14773
Pinheiro	Pinheiro	-45.0825	-2.52139	BR	38893
Pindaré Mirim	Pindare Mirim	-45.34333	-3.60833	BR	22933
Pilar	Pilar	-35.95667	-9.59722	BR	30617
Pilar	Pilar	-35.26	-7.26722	BR	7588
Picuí	Picui	-36.34694	-6.51056	BR	10779
Picos	Picos	-41.46694	-7.07694	BR	57495
Piancó	Pianco	-37.92917	-7.19806	BR	10481
Petrolina	Petrolina	-40.50083	-9.39861	BR	194650
Jatobá	Jatoba	-38.26889	-9.18306	BR	20575
Pesqueira	Pesqueira	-36.69639	-8.35778	BR	41896
Pentecoste	Pentecoste	-39.27028	-3.79278	BR	19680
Pendências	Pendencias	-36.72222	-5.26	BR	9363
Penalva	Penalva	-45.17361	-3.29417	BR	17186
Pedro Velho	Pedro Velho	-35.22139	-6.43917	BR	6366
Pedro II	Pedro II	-41.45861	-4.42472	BR	22038
Pedras de Fogo	Pedras de Fogo	-35.11639	-7.40194	BR	13894
Pedra Branca	Pedra Branca	-39.71722	-5.45417	BR	20072
Pedra	Pedra	-36.94083	-8.49694	BR	11196
Paulo Ramos	Paulo Ramos	-45.18333	-4.21667	BR	8888
Paulo Afonso	Paulo Afonso	-38.21472	-9.40611	BR	85350
Paulista	Paulista	-34.87306	-7.94083	BR	289971
Patu	Patu	-37.63667	-6.11	BR	8841
Patos	Patos	-37.28	-7.02444	BR	92575
Pastos Bons	Pastos Bons	-44.07667	-6.60167	BR	10468
Passira	Passira	-35.58056	-7.995	BR	12664
Passagem Franca	Passagem Franca	-43.78361	-6.17972	BR	7376
Parnarama	Parnarama	-43.09333	-5.68167	BR	12201
Parnamirim	Parnamirim	-39.57833	-8.09056	BR	7928
Parnamirim	Parnamirim	-35.26278	-5.91556	BR	150343
Parnaíba	Parnaiba	-41.77667	-2.90472	BR	138008
Parintins	Parintins	-56.73583	-2.62833	BR	64428
Parelhas	Parelhas	-36.6575	-6.68778	BR	16377
Parambu	Parambu	-40.69444	-6.21111	BR	14656
Paraipaba	Paraipaba	-39.14833	-3.43944	BR	18423
Paraibano	Paraibano	-43.98361	-6.43306	BR	12363
Paragominas	Paragominas	-47.48333	-2.96667	BR	69613
Paracuru	Paracuru	-39.03056	-3.41	BR	21196
Pão de Açúcar	Pao de Acucar	-37.43667	-9.74833	BR	11497
Palmares	Palmares	-35.59167	-8.68333	BR	41679
Pacatuba	Pacatuba	-38.62028	-3.98417	BR	55291
Pacajus	Pacajus	-38.46056	-4.1725	BR	41558
Ouricuri	Ouricuri	-40.08167	-7.8825	BR	29317
Ourém	Ourem	-47.11444	-1.55194	BR	8145
Orós	Oros	-38.91361	-6.24444	BR	16328
Orobó	Orobo	-35.60222	-7.745	BR	5884
Oriximiná	Oriximina	-55.86611	-1.76556	BR	35581
Olinda	Olinda	-34.85528	-8.00889	BR	366754
Oeiras do Pará	Oeiras do Para	-49.85444	-2.00306	BR	10162
Oeiras	Oeiras	-42.13111	-7.02528	BR	21071
Ocara	Ocara	-38.59667	-4.49083	BR	6793
Ábidos	Abidos	-55.51806	-1.9175	BR	24970
Novo Oriente	Novo Oriente	-40.77417	-5.53444	BR	14529
Novo Lino	Novo Lino	-35.64667	-8.915	BR	5538
Nova Russas	Nova Russas	-40.56306	-4.70667	BR	21986
Nova Olinda do Norte	Nova Olinda do Norte	-59.09542	-3.89174	BR	12343
Nova Floresta	Nova Floresta	-36.20333	-6.45528	BR	8623
Nova Cruz	Nova Cruz	-35.43389	-6.47806	BR	23166
Nísia Floresta	Nisia Floresta	-35.20861	-6.09111	BR	10115
Nhamundá	Nhamunda	-56.71306	-2.18611	BR	7772
Nazaré da Mata	Nazare da Mata	-35.22778	-7.74167	BR	26485
Natal	Natal	-35.20944	-5.795	BR	763043
Murici	Murici	-35.94333	-9.30667	BR	20419
Muaná	Muana	-49.21667	-1.52833	BR	7464
Moreno	Moreno	-35.09222	-8.11861	BR	45237
Morada Nova	Morada Nova	-38.3725	-5.10667	BR	37389
Monteiro	Monteiro	-37.12	-7.88944	BR	17726
Monte Alegre	Monte Alegre	-36.30139	-5.88972	BR	6643
Monte Alegre	Monte Alegre	-54.08102	-2.00082	BR	22840
Montanhas	Montanhas	-35.2875	-6.48583	BR	8442
Monção	Moncao	-45.25111	-3.49167	BR	11050
Mombaça	Mombaca	-39.6275	-5.74306	BR	17065
Moju	Moju	-48.76889	-1.88389	BR	21510
Mossoró	Mossoro	-37.34417	-5.1875	BR	202005
Mocajuba	Mocajuba	-49.50722	-2.58417	BR	16567
Missão Velha	Missao Velha	-39.14306	-7.24972	BR	13106
Mirador	Mirador	-44.36306	-6.37083	BR	6955
Milagres	Milagres	-38.94556	-7.31333	BR	12588
Miguel Alves	Miguel Alves	-42.89528	-4.16556	BR	10438
Messias	Messias	-35.84167	-9.38333	BR	12375
Mazagão	Mazagao	-51.28944	-0.115	BR	6500
Maués	Maues	-57.71861	-3.38361	BR	22475
